Product Name,Product ID,Provider Name,Manufacture Date,Provider Price (USD),Taxes (USD),Tax Rate (%),Description,Product Sale
Scanner Portable A4,PRD-017,GlobalElectronics Ltd.,2022-06-06,54.42,4.35,8,"Portable A4 document scanner with 600dpi resolution, USB and wireless connectivity.",
Scanner Portable A4,PRD-017,GlobalElectronics Ltd.,2022-11-27,58.93,4.71,8,"Portable A4 document scanner with 600dpi resolution, USB and wireless connectivity.",
Scanner Portable A4,PRD-017,GlobalElectronics Ltd.,2022-12-21,59.02,9.44,16,"Portable A4 document scanner with 600dpi resolution, USB and wireless connectivity.",
Scanner Portable A4,PRD-017,GlobalElectronics Ltd.,2022-10-18,58.3,5.83,10,"Portable A4 document scanner with 600dpi resolution, USB and wireless connectivity.",
Router WiFi 6,PRD-018,NorthTech Distributors,2022-07-21,90.87,14.54,16,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2022-10-09,85.03,8.5,10,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2023-09-22,89.7,14.35,16,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2023-10-19,85.53,13.68,16,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2022-06-07,85.56,13.69,16,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2023-09-12,87.46,13.99,16,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2022-02-12,93.04,4.65,5,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2022-03-25,84.12,15.98,19,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2023-08-14,86.63,6.93,8,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
Router WiFi 6,PRD-018,NorthTech Distributors,2023-08-09,88.37,16.79,19,"WiFi 6 router with tri-band, 8 antennas, MU-MIMO, and coverage up to 3000 sq ft.",
External HDD 2TB,PRD-019,AsiaElec Trading,2022-02-01,30.44,5.78,19,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2023-07-13,29.63,2.96,10,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2023-05-10,29.46,6.19,21,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2023-02-20,29.66,1.48,5,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2022-03-03,29.12,3.49,12,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2023-05-11,30.31,3.03,10,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2023-09-14,29.06,6.1,21,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2022-11-23,31.36,6.59,21,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2022-12-20,32.3,2.58,8,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
External HDD 2TB,PRD-019,AsiaElec Trading,2023-01-15,30.51,1.53,5,"Portable 2TB external HDD, USB 3.0, shock-resistant casing, backup software included.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2022-11-23,17.67,0.88,5,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2022-10-01,18.15,1.45,8,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2022-04-10,17.22,2.07,12,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2023-09-23,18.08,3.8,21,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2022-06-13,19,3.04,16,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2022-11-17,17.54,1.4,8,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2023-05-26,19.43,2.33,12,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2023-05-26,19.16,2.3,12,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2022-01-24,17.31,2.08,12,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
Power Bank 20000mAh,PRD-020,InnovateTech Corp.,2023-06-02,18.17,1.45,8,"20000mAh power bank with 65W PD fast charge, dual USB-A and USB-C output ports.",
